anime_id,anime_name,genres,type,number_of_episodes,rating,total_views,production_cost,total_box_office
7088,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy",TV,12,62,77636,100000,49.0
108617,Somali to Mori no Kamisama,"Adventure, Drama, Fantasy, Slice of Life",TV,12,76,77565,300000,17.0
1604,Katekyou Hitman REBORN!,"Action, Comedy",TV,203,76,77422,300000,31.0
105018,"Kimi to, Nami ni Noretara","Drama, Fantasy, Romance",MOVIE,1,75,77331,300000,38.0
101903,Kaze ga Tsuyoku Fuiteiru,"Drama, Sports",TV,23,83,77013,250000,31.0
6956,WORKING!!,"Comedy, Slice of Life",TV,13,74,76929,300000,57.0
163139,Boku no Hero Academia 7,"Action, Adventure",TV,21,77,76683,300000,35.0
108268,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"Fantasy, Slice of Life",TV,14,78,76676,150000,13.0
154116,Undead Unluck,"Action, Comedy, Sci-Fi, Supernatural",TV,24,77,76483,300000,35.0
118419,Kamisama ni Natta Hi,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,65,76475,150000,18.0
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Psychological, Thriller",TV,26,82,76385,150000,43.0
21676,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Action, Adventure, Comedy, Fantasy",TV,12,67,76322,150000,13.0
10490,BLOOD-C,"Action, Horror, Mystery, Supernatural",TV,12,61,76319,100000,59.0
103302,Kono Oto Tomare!,"Drama, Music, Romance, Slice of Life",TV,13,77,76198,250000,26.0
124140,Sword Art Online: Progressive - Hoshinaki Yoru no Aria,"Action, Adventure, Fantasy, Romance",MOVIE,1,78,75597,200000,54.0
98385,Koi wa Ameagari no You ni,"Drama, Romance, Slice of Life",TV,12,73,75506,250000,43.0
20614,Free!: Eternal Summer,"Comedy, Drama, Slice of Life, Sports",TV,13,74,75469,200000,7.0
126659,Boku no Hero Academia THE MOVIE: World Heroes' Mission,"Action, Adventure, Sci-Fi",MOVIE,1,76,75456,100000,58.0
108623,Goblin Slayer: GOBLIN'S CROWN,"Action, Adventure, Fantasy",MOVIE,1,71,75390,100000,17.0
97880,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Sci-Fi",MOVIE,1,77,75348,100000,28.0
141249,Bungou Stray Dogs 4th Season,"Action, Comedy, Mystery, Supernatural",TV,13,84,75197,200000,40.0
99634,Shingeki no Kyojin: LOST GIRLS,"Action, Drama, Fantasy, Mystery",OVA,3,76,75173,250000,11.0
112625,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"Comedy, Slice of Life, Supernatural",ONA,6,81,75086,250000,10.0
100526,3D Kanojo: Real Girl,"Comedy, Drama, Romance, Slice of Life",TV,12,65,74976,300000,57.0
116005,NOBLESSE,"Action, Supernatural",TV,13,65,74960,150000,11.0
99540,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,"Action, Adventure, Fantasy",MOVIE,1,69,74872,200000,38.0
107871,Princess Connect! Re:Dive,"Adventure, Comedy, Fantasy",TV,13,69,74847,100000,36.0
107625,Cider no You ni Kotoba ga Wakiagaru,"Romance, Slice of Life",MOVIE,1,74,74756,300000,17.0
21188,Saijaku Muhai no Bahamut,"Action, Ecchi, Fantasy, Mecha, Romance, Supernatural",TV,12,61,74743,300000,33.0
21851,Busou Shoujo Machiavellianism,"Action, Comedy, Ecchi, Romance",TV,12,65,74664,150000,20.0
116741,Tensei Shitara Slime Datta Ken: Tensura Nikki,"Adventure, Comedy, Fantasy, Slice of Life",TV,12,74,74589,300000,56.0
146722,JoJo no Kimyou na Bouken: Stone Ocean Part 2,"Action, Adventure, Drama, Supernatural",ONA,26,82,74563,300000,55.0
131520,Go-toubun no Hanayome Movie,"Comedy, Drama, Romance, Slice of Life",MOVIE,1,78,74497,250000,13.0
20057,Space☆Dandy,"Comedy, Sci-Fi",TV,13,77,74464,300000,31.0
159322,BLEACH: Sennen Kessen-hen - Ketsubetsu-tan,"Action, Adventure, Supernatural",TV,13,86,74442,300000,9.0
142876,Dr. STONE: Ryuusui,"Action, Adventure, Comedy, Sci-Fi",SPECIAL,1,81,74379,250000,49.0
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Ecchi, Romance, Supernatural",TV,10,67,74354,150000,38.0
20590,Shingeki no Bahamut: GENESIS,"Action, Adventure, Fantasy, Supernatural",TV,12,74,74295,300000,29.0
107068,Karakai Jouzu no Takagi-san 2,"Comedy, Romance, Slice of Life",TV,12,79,74246,100000,42.0
107961,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"Comedy, Ecchi, Mystery, Romance",TV,12,62,74238,100000,31.0
132473,Saihate no Paladin,"Action, Adventure, Fantasy, Mystery, Psychological",TV,12,68,74207,100000,16.0
21386,One Punch Man: Road to Hero,"Action, Comedy, Sci-Fi, Supernatural",OVA,1,75,74167,150000,38.0
21509,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological, Sci-Fi, Thriller",TV,12,68,73960,100000,40.0
10495,Yuru Yuri,"Comedy, Slice of Life",TV,12,73,73884,150000,19.0
108631,Hataraku Saibou!!,"Action, Comedy, Sci-Fi",TV,8,72,73844,200000,19.0
5958,Sora no Otoshimono,"Comedy, Ecchi, Romance, Sci-Fi, Slice of Life, Supernatural",TV,13,67,73843,200000,21.0
1889,Higurashi no Naku Koro ni Kai,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,24,79,73413,300000,55.0
135136,Vanitas no Carte Part 2,"Action, Drama, Fantasy, Mystery, Supernatural",TV,12,81,73200,150000,20.0
116338,Mairimashita! Iruma-kun 2,"Comedy, Fantasy, Supernatural",TV,21,80,73194,150000,52.0
106240,HELLO WORLD,"Drama, Psychological, Romance, Sci-Fi",MOVIE,1,72,72954,150000,23.0
142074,Otomege Sekai wa Mob ni Kibishii Sekai desu,"Action, Fantasy, Mecha, Romance",TV,12,71,72926,300000,24.0
6033,Dragon Ball Kai,"Action, Adventure, Comedy",TV,97,76,72846,300000,32.0
20879,Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,12,78,72757,150000,10.0
6114,RAINBOW: Nisha Rokubou no Shichinin,"Drama, Psychological, Thriller",TV,26,81,72695,100000,36.0
21825,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Drama, Horror, Mystery, Psychological, Sci-Fi, Thriller",TV,11,71,72690,100000,55.0
101547,Isekai Cheat Magician,"Action, Adventure, Fantasy",TV,12,52,72660,100000,54.0
71,Full Metal Panic!,"Action, Comedy, Mecha, Sci-Fi",TV,24,72,72623,200000,59.0
16762,Mirai Nikki: Redial,"Action, Psychological, Supernatural",OVA,1,67,72514,250000,7.0
112667,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","Action, Fantasy, Romance",TV,12,65,72362,150000,35.0
21006,Grisaia no Rakuen,"Action, Drama, Ecchi, Romance",TV,10,75,72290,100000,41.0
132052,Kakkou no Iinazuke,"Comedy, Romance",TV,24,67,71982,150000,23.0
66,Azumanga Daiou THE ANIMATION,"Comedy, Slice of Life",TV,26,78,71982,100000,39.0
9617,K-ON! Movie,"Comedy, Music, Slice of Life",MOVIE,1,83,71879,100000,14.0
21517,Renai Boukun,"Comedy, Ecchi, Romance, Supernatural",TV,12,62,71848,250000,57.0
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Drama, Romance",TV,94,79,71822,300000,28.0
129190,Tensai Ouji no Akaji Kokka Saisei Jutsu,"Comedy, Fantasy",TV,12,72,71695,100000,45.0
136934,Mamahaha no Tsurego ga Motokano datta,"Comedy, Romance",TV,12,67,71601,300000,23.0
138565,Fumetsu no Anata e Season 2,"Adventure, Drama, Fantasy, Psychological, Supernatural",TV,20,79,71551,300000,21.0
20031,D-Frag!,Comedy,TV,12,72,71326,250000,37.0
140457,"Yuusha, Yamemasu","Action, Adventure, Comedy, Fantasy",TV,12,69,71009,100000,19.0
116242,100-man no Inochi no Ue ni Ore wa Tatteiru,"Action, Drama, Fantasy",TV,12,63,70807,100000,16.0
98861,Quanzhi Gaoshou,"Action, Drama",ONA,12,75,70748,250000,42.0
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",TV,12,69,70627,250000,36.0
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery, Supernatural",OVA,4,58,70621,250000,27.0
125368,Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen OVA,"Comedy, Ecchi, Romance, Slice of Life",OVA,1,75,70617,150000,57.0
21258,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance",TV,12,78,70526,100000,10.0
98384,Bungou Stray Dogs: DEAD APPLE,"Action, Comedy, Mystery, Supernatural",MOVIE,1,78,70504,300000,12.0
130586,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru","Action, Ecchi, Fantasy, Romance",TV,12,62,70439,150000,45.0
486,Kino no Tabi: the Beautiful World,"Adventure, Drama, Fantasy, Psychological, Slice of Life",TV,13,81,70416,150000,49.0
21520,Koyomimonogatari,"Comedy, Mystery, Supernatural",ONA,12,74,70278,150000,13.0
98005,Ballroom e Youkoso,"Drama, Romance, Sports",TV,24,79,70259,250000,33.0
12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, Supernatural",TV,12,74,70119,150000,29.0
139587,Tensei Shitara Ken Deshita,"Action, Adventure, Fantasy",ONA,12,74,69927,100000,8.0
21051,Nanbaka,"Action, Comedy, Drama",TV,13,70,69838,150000,54.0
20735,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Romance, Slice of Life",TV_SHORT,13,70,69837,150000,39.0
140596,"Ijiranaide, Nagatoro-san 2nd Attack","Comedy, Romance, Slice of Life",TV,12,74,69814,250000,42.0
2246,Mononoke,"Fantasy, Horror, Mystery, Psychological, Supernatural",TV,12,81,69780,150000,17.0
139498,Tensei Shitara Slime Datta Ken: Guren no Kizuna-hen,"Action, Adventure, Comedy, Fantasy",MOVIE,1,77,69749,100000,26.0
237,Koukyoushihen Eureka Seven,"Action, Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,77,69659,200000,34.0
132474,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Action, Adventure, Comedy, Fantasy",TV,12,70,69612,150000,44.0
166794,Yubisaki to Renren,"Romance, Slice of Life",TV,12,82,69595,100000,47.0
20801,Kamisama Hajimemashita◎,"Comedy, Fantasy, Romance, Supernatural",TV,12,81,69476,150000,44.0
100878,Youjo Senki Movie,"Action, Fantasy",MOVIE,1,80,69464,200000,26.0
104580,Saiki Kusuo no Ψ-nan: Kanketsu-hen,"Comedy, Slice of Life, Supernatural",SPECIAL,1,81,69398,100000,19.0
21110,Shinmai Maou no Testament: BURST,"Action, Ecchi, Fantasy, Romance",TV,10,64,69352,200000,8.0
11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,71,69200,150000,43.0
13161,Hagure Yuusha no Estetica,"Action, Ecchi, Fantasy",TV,12,61,69046,250000,50.0
387,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13,79,69033,300000,14.0
100179,Tada-kun wa Koi wo Shinai,"Comedy, Romance, Slice of Life",TV,13,73,68989,100000,19.0
59,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi",TV,26,70,68818,100000,41.0
10721,Mawaru Penguindrum,"Drama, Mystery, Psychological, Supernatural",TV,24,79,68786,250000,53.0
162670,Dr. STONE: NEW WORLD Part 2,"Action, Adventure, Comedy, Sci-Fi",TV,11,83,68619,100000,39.0
8676,Amagami SS,"Comedy, Romance, Slice of Life",TV,25,69,68584,100000,41.0
119683,EDENS ZERO,"Action, Adventure, Comedy, Fantasy, Sci-Fi",TV,25,70,68572,250000,7.0
12549,"Dakara Boku wa, H ga Dekinai.","Comedy, Ecchi, Romance, Supernatural",TV,12,60,68506,100000,35.0
100815,Zoku Owarimonogatari,"Drama, Mystery, Supernatural",OVA,6,84,68502,200000,26.0
15417,Gintama: Enchousen,"Action, Comedy, Drama, Sci-Fi",TV,13,89,68325,300000,13.0
97731,Shelter,Sci-Fi,MUSIC,1,80,68283,150000,58.0
21659,Amaama to Inazuma,Slice of Life,TV,12,73,68179,150000,27.0
20462,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy",TV,12,69,68175,250000,52.0
146210,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsuki Susumu,"Ecchi, Fantasy, Romance",TV,12,67,68067,100000,14.0
112649,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,"Adventure, Comedy, Fantasy",TV,12,62,68040,300000,35.0
20972,Shouwa Genroku Rakugo Shinjuu,Drama,TV,13,84,67967,200000,21.0
114446,Higurashi no Naku Koro ni Gou,"Drama, Horror, Mystery, Psychological, Supernatural, Thriller",TV,24,69,67848,150000,29.0
124675,Osananajimi ga Zettai ni Makenai Love Come,"Comedy, Romance",TV,12,58,67767,250000,25.0
11785,Haiyore! Nyaruko-san,"Comedy, Romance, Sci-Fi",TV,12,66,67567,200000,12.0
20555,Omoide no Marnie,"Drama, Mystery, Psychological",MOVIE,1,78,67552,250000,38.0
21096,Doukyuusei,"Drama, Music, Romance, Slice of Life",MOVIE,1,81,67519,150000,40.0
19369,Outbreak Company,"Comedy, Fantasy",TV,12,69,67215,150000,26.0
104723,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,"Action, Adventure, Comedy, Ecchi, Fantasy",TV,12,51,67080,300000,21.0
759,Tokyo Godfathers,"Adventure, Comedy, Drama",MOVIE,1,81,67062,100000,25.0
132456,Jahy-sama wa Kujikenai!,"Comedy, Fantasy, Slice of Life, Supernatural",TV,20,68,66949,300000,54.0
12413,Jormungand,"Action, Adventure",TV,12,75,66755,100000,10.0
2605,Sayonara Zetsubou Sensei,Comedy,TV,12,76,66632,250000,40.0
97889,Gintama.,"Action, Comedy, Drama, Sci-Fi",TV,12,88,66612,300000,32.0
110229,Bokutachi wa Benkyou ga Dekinai!,"Comedy, Ecchi, Romance, Slice of Life",TV,13,71,66425,300000,34.0
98762,Chuunibyou demo Koi ga Shitai!: Take On Me,"Comedy, Drama, Romance, Slice of Life",MOVIE,1,80,66379,150000,20.0
100483,Yuragi-sou no Yuuna-san,"Comedy, Ecchi, Romance, Supernatural",TV,12,66,66365,100000,17.0
131680,Black Clover: Mahou Tei no Ken,"Action, Adventure, Comedy, Fantasy",MOVIE,1,80,66338,150000,20.0
143653,Kimi wa Houkago Insomnia,"Romance, Slice of Life",TV,13,79,66298,100000,50.0
105989,Midara na Ao-chan wa Benkyou ga Dekinai,"Comedy, Ecchi, Romance",TV_SHORT,12,65,66287,250000,41.0
20880,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12,79,66278,100000,53.0
481,Yu☆Gi☆Oh! Duel Monsters,"Adventure, Fantasy",TV,224,72,66264,100000,47.0
9289,Hanasaku Iroha,"Comedy, Drama, Slice of Life",TV,26,77,66236,100000,24.0
99531,Devils Line,"Action, Drama, Horror, Romance, Supernatural",TV,12,65,66235,250000,10.0
142455,Bubble,"Romance, Sci-Fi, Sports, Supernatural",ONA,1,71,66100,150000,30.0
98820,Just Because!,"Drama, Romance, Slice of Life",TV,12,69,65972,150000,11.0
21377,Kuroko no Basket: Last Game,"Comedy, Sports",MOVIE,1,79,65924,200000,56.0
5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi",MOVIE,1,82,65626,150000,56.0
119675,SHAMAN KING (2021),"Action, Adventure, Comedy, Supernatural",TV,52,63,65345,150000,16.0
20494,Noragami OVA,"Action, Adventure, Comedy, Supernatural",OVA,2,74,65338,250000,8.0
18247,IS: Infinite Stratos 2,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,12,60,65320,150000,39.0
112802,Uramichi Oniisan,"Comedy, Slice of Life",TV,13,75,65266,100000,11.0
104052,Hoshiai no Sora,"Drama, Slice of Life, Sports",TV,12,75,65204,200000,34.0
21457,Kono Bijutsu-bu ni wa Mondai ga Aru!,"Comedy, Romance",TV,12,70,65140,200000,9.0
103275,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Action, Adventure, Fantasy, Supernatural",TV,21,77,65125,150000,29.0
14131,Girls und Panzer,"Action, Sports",TV,12,73,65068,150000,8.0
10080,Kami nomi zo Shiru Sekai II,"Comedy, Romance, Supernatural",TV,12,76,64839,250000,15.0
20529,Bokura wa Minna Kawaisou,"Comedy, Romance, Slice of Life",TV,12,74,64812,250000,59.0
124858,Yuukoku no Moriarty Part 2,"Drama, Mystery, Psychological, Thriller",TV,13,81,64606,200000,27.0
20503,Witch Craft Works,"Action, Fantasy, Supernatural",TV,12,67,64500,150000,11.0
20606,Kuroshitsuji: Book of Circus,"Comedy, Fantasy, Mystery, Supernatural",TV,10,78,64374,200000,51.0
20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Romance",SPECIAL,1,61,64304,250000,58.0
105074,Tejina Senpai,"Comedy, Ecchi, Slice of Life",TV_SHORT,12,61,64221,250000,29.0
820,Ginga Eiyuu Densetsu,"Drama, Sci-Fi",OVA,110,88,64087,300000,39.0
1292,Afro Samurai,"Action, Adventure",TV,5,70,64081,100000,25.0
21624,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Drama, Psychological, Sci-Fi, Thriller",OVA,1,81,63986,300000,39.0
106509,Tensei Shitara Slime Datta Ken OVA,"Action, Adventure, Comedy, Ecchi, Fantasy",OVA,5,73,63897,150000,12.0
99693,PERSONA5 the Animation,"Action, Fantasy, Supernatural",TV,26,61,63888,250000,15.0
21362,Hundred,"Action, Ecchi, Mecha, Sci-Fi",TV,12,58,63384,250000,23.0
21416,One Punch Man OVA,"Action, Comedy, Sci-Fi, Supernatural",OVA,6,75,63282,100000,45.0
130591,Sabikui Bisco,"Action, Adventure, Fantasy",TV,12,70,63211,200000,23.0
108388,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,"Action, Adventure, Drama, Ecchi, Fantasy",TV,12,61,63089,100000,28.0
20527,Isshuukan Friends.,"Comedy, Drama, Romance, Slice of Life",TV,12,73,63088,300000,22.0
98292,NEW GAME!!,Slice of Life,TV,12,76,62878,150000,53.0
467,Koukaku Kidoutai: STAND ALONE COMPLEX,"Action, Mystery, Psychological, Sci-Fi",TV,26,82,62837,300000,53.0
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Romance, Sci-Fi",TV,12,71,62812,200000,52.0
104459,Yuru Camp△ SEASON 2,"Comedy, Slice of Life",TV,13,84,62775,200000,25.0
20663,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Romance, Supernatural",TV,12,62,62685,200000,26.0
7647,Arakawa Under the Bridge,"Comedy, Romance",TV,13,73,62583,250000,38.0
166531,[Oshi no Ko] 2nd Season,"Drama, Mystery, Psychological, Supernatural",TV,13,84,62582,100000,42.0
12477,Sakasama no Patema,"Adventure, Romance, Sci-Fi",MOVIE,1,76,62579,200000,42.0
157198,Dead Mount Death Play,"Action, Fantasy, Supernatural, Thriller",TV,12,72,62566,150000,48.0
3712,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",TV,12,68,62534,250000,34.0
5042,kiss×sis,"Comedy, Ecchi, Romance",OVA,12,62,62382,250000,34.0
11319,Zero no Tsukaima F,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",TV,12,70,62362,300000,37.0
162694,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo,"Comedy, Ecchi, Romance",TV,12,77,62337,100000,45.0
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no… Slapstick Noel,"Comedy, Romance, Slice of Life",OVA,1,73,62193,100000,45.0
101386,Hitoribocchi no ○○ Seikatsu,"Comedy, Slice of Life",TV,12,73,62110,150000,58.0
153930,Romantic Killer,"Comedy, Romance",ONA,12,79,62059,200000,47.0
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Romance, Slice of Life, Supernatural",MOVIE,1,75,61910,250000,36.0
21460,Hibike! Euphonium 2,"Drama, Music, Slice of Life",TV,13,83,61864,200000,34.0
139518,Tsuki ga Michibiku Isekai Douchuu 2nd Season,"Action, Adventure, Comedy, Fantasy",TV,25,78,61855,250000,51.0
98580,"Kobayashi-san Chi no Maidragon: Valentine, Soshite Onsen! (Amari Kitai Shinaide Kudasai)","Comedy, Fantasy, Romance, Slice of Life",OVA,1,76,61845,100000,40.0
15379,Kotoura-san,"Comedy, Drama, Romance",TV,12,68,61833,150000,16.0
109287,Adachi to Shimamura,"Romance, Slice of Life",TV,12,70,61696,300000,13.0
2418,Stranger: Mukou Hadan,"Action, Adventure",MOVIE,1,79,61645,200000,7.0
57,BECK,"Comedy, Drama, Music, Slice of Life",TV,26,80,61631,250000,21.0
126791,Kyuukyoku Shinka Shita Full Dive RPG ga Genjitsu yori mo Kusogee Dattara,"Action, Comedy, Ecchi, Fantasy, Romance",TV,12,62,61405,150000,12.0
20534,Gokukoku no Brynhildr,"Drama, Fantasy, Mystery, Sci-Fi",TV,13,63,61366,100000,14.0
129191,Shikkakumon no Saikyou Kenja,"Action, Adventure, Comedy, Fantasy, Romance, Slice of Life",TV,12,61,61237,200000,24.0
20809,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Romance",TV,13,67,61153,200000,48.0
97908,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Drama, Romance, Supernatural",MOVIE,1,59,61122,200000,8.0
18753,Yahari Ore no Seishun Love Come wa Machigatteiru.: Kochira to Shite mo Karera Kanojora no Yukusue ni Sachi Ookaran Koto wo Negawazaru wo Enai.,"Comedy, Romance, Slice of Life",OVA,1,74,61088,200000,16.0
21284,Flying Witch,"Slice of Life, Supernatural",TV,12,73,60994,100000,31.0
8630,Hidan no Aria,"Action, Comedy, Ecchi, Romance",TV,12,63,60908,150000,50.0
20935,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy",TV,25,73,60829,200000,46.0
98443,Juuni Taisen,"Action, Thriller",TV,12,62,60818,100000,27.0
21626,Handa-kun,"Comedy, Slice of Life",TV,12,70,60818,200000,34.0
228,Jigoku Shoujo,"Drama, Horror, Mystery, Psychological, Supernatural",TV,26,71,60812,250000,32.0
26,TEXHNOLYZE,"Action, Drama, Psychological, Sci-Fi",TV,22,76,60805,250000,52.0
101283,Boogiepop wa Warawanai,"Horror, Mystery, Psychological",TV,18,67,60721,250000,20.0
21688,Mahoutsukai no Yome: Hoshi Matsu Hito,"Drama, Fantasy",OVA,3,79,60640,250000,46.0
146625,Engage Kiss,"Action, Comedy, Romance, Supernatural",TV,13,66,60563,100000,8.0
12291,Acchi Kocchi,"Comedy, Romance, Slice of Life",TV,12,71,60447,150000,42.0
6211,Tokyo Magnitude 8.0,Drama,TV,11,77,60325,200000,54.0
134732,Aoashi,Sports,TV,24,81,60300,200000,10.0
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Romance",TV,13,64,60276,200000,17.0
235,Meitantei Conan,"Adventure, Comedy, Mystery, Psychological",TV,1075,81,60249,300000,22.0
118465,Shuumatsu no Harem,"Ecchi, Sci-Fi",TV,11,55,60230,300000,37.0
5530,Pandora Hearts,"Adventure, Fantasy, Supernatural",TV,25,71,60152,200000,41.0
141208,Tonikaku Kawaii Season 2,"Comedy, Romance, Slice of Life",TV,12,76,60151,150000,12.0
151252,Koori Zokusei Danshi to Cool na Douryou Joshi,"Comedy, Romance, Slice of Life, Supernatural",TV,12,72,60087,250000,31.0
116867,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"Action, Adventure, Comedy, Fantasy, Slice of Life",TV,12,71,60066,150000,19.0
12467,Nazo no Kanojo X,"Ecchi, Mystery, Romance",TV,13,69,60032,250000,11.0
21221,Tales of Zestiria the Cross,"Action, Adventure, Fantasy",TV,13,69,60000,250000,16.0
597,Neko no Ongaeshi,"Adventure, Comedy, Drama, Fantasy",MOVIE,1,74,59838,200000,47.0
129277,Shinigami Bocchan to Kuro Maid,"Comedy, Drama, Romance, Supernatural",TV,12,74,59792,250000,43.0
1691,Kaze no Stigma,"Action, Drama, Fantasy, Romance",TV,24,67,59766,100000,36.0
97768,Grancrest Senki,"Action, Fantasy, Romance",TV,24,68,59652,250000,46.0
100185,Toaru Majutsu no Index III,"Action, Sci-Fi, Supernatural",TV,26,66,59567,150000,42.0
100010,Mahou Shoujo Site,"Action, Drama, Horror, Mahou Shoujo, Psychological, Supernatural",TV,12,60,59487,200000,59.0
138882,Kumichou Musume to Sewagakari,"Comedy, Slice of Life",TV,12,77,59469,100000,27.0
4063,Sekirei,"Action, Comedy, Ecchi",TV,12,64,59427,200000,11.0
112788,Umibe no Étranger,"Drama, Romance, Slice of Life",MOVIE,1,78,59322,250000,23.0
440,Shoujo Kakumei Utena,"Drama, Fantasy, Mystery, Psychological, Romance",TV,39,82,59237,250000,54.0
98449,Kujira no Kora wa Sajou ni Utau,"Adventure, Drama, Fantasy, Mystery, Romance, Sci-Fi",TV,12,69,59164,150000,24.0
156067,Tondemo Skill de Isekai Hourou Meshi,"Adventure, Comedy, Fantasy",TV,12,76,59079,150000,18.0
108307,PSYCHO-PASS 3,"Action, Psychological, Sci-Fi, Thriller",TV,8,73,59073,100000,50.0
17513,DIABOLIK LOVERS,"Drama, Horror, Romance, Supernatural",TV_SHORT,12,45,58840,250000,16.0
21410,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Drama, Fantasy",TV,13,73,58686,300000,53.0
116605,Date A Live IV,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,12,76,58673,300000,18.0
20704,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Romance",TV,12,64,58587,100000,43.0
148969,Kubo-san wa Mob wo Yurusanai,"Comedy, Romance, Slice of Life",TV,12,75,58585,200000,59.0
20574,Hi Score Girl,"Comedy, Drama, Romance",TV,12,75,58553,300000,41.0
21281,Shingeki! Kyojin Chuugakkou,"Comedy, Fantasy, Slice of Life",TV,12,69,58511,150000,50.0
16918,Gin no Saji,"Comedy, Slice of Life",TV,11,79,58454,200000,53.0
132010,Koi wa Sekai Seifuku no Ato de,"Action, Comedy, Ecchi, Romance, Supernatural",TV,12,73,58440,200000,22.0
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",ONA,10,67,58255,150000,47.0
120209,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… X,"Comedy, Fantasy, Romance, Slice of Life",TV,12,71,58213,100000,30.0
151040,TRIGUN STAMPEDE,"Action, Drama, Sci-Fi",TV,12,78,58205,250000,52.0
21560,Berserk,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",TV,12,54,58116,300000,48.0
16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13,71,58098,250000,41.0
7817,B Gata H Kei,"Comedy, Ecchi, Romance",TV,12,63,58076,200000,29.0
20047,Sakura Trick,"Comedy, Romance, Slice of Life",TV,12,66,58044,200000,29.0
